trading_date,session,block_high,block_high_first,block_low,block_low_first,block_open,block_close,block_range_pips,block_return_pips,daily_range_pips,contribution_pct,daily_open,daily_close,price_at_ny_start,direction_pre_ny,direction_result,extension_pips,asia_high,london_high,high_before_ny,low_before_ny,new_high,new_low,session_of_high_before,session_of_low_before
2000-06-28,NY,0.954,0.9513,0.9504,0.9513,0.9513,0.9523,11.999999999999789,10.000000000000009,11.999999999999789,100.0,0.9408,0.9523,0.9512,BULLISH,UP,10.999999999999899,False,False,0.952,0.9408,True,False,Post-London,London
2000-06-29,NY,0.9604,0.9554,0.9551,0.9552,0.9554,0.958,10.9999999999999,25.99999999999936,11.999999999999789,91.66666666666744,0.9524,0.9538,0.9553,BULLISH,UP,26.999999999999247,False,False,0.9603,0.9515,True,False,London,Asia
2000-07-02,NY,0.953,0.9501,0.9485,0.95,0.9501,0.9515,6.000000000000449,14.00000000000068,8.00000000000023,75.00000000000347,0.9526,0.9522,0.95,BEARISH,UP,15.000000000000568,False,False,0.9549,0.9488,False,True,Asia,Post-London
2000-07-03,NY,0.9499,0.9497,0.9497,0.9497,0.9497,0.9498,1.99999999999978,0.99999999999989,14.999999999999458,13.333333333332348,0.9508,0.9498,0.948,BEARISH,UP,18.000000000000238,True,False,0.9508,0.9467,False,False,Asia,Post-Asia
2000-07-04,NY,0.9573,0.9546,0.9535,0.9545,0.9545,0.9566,8.00000000000023,20.999999999999908,8.00000000000023,100.0,0.9516,0.953,0.9546,BULLISH,UP,20.000000000000018,False,False,0.9561,0.9515,True,False,Post-London,Asia
2000-07-05,NY,0.957,0.9563,0.9535,0.9562,0.9563,0.9557,7.000000000000339,-6.000000000000449,10.000000000000009,70.00000000000333,0.9532,0.9505,0.9564,BULLISH,DOWN,-7.000000000000339,False,False,0.9598,0.9523,False,False,London,Asia
2000-07-06,NY,0.9526,0.9493,0.9459,0.9492,0.9493,0.9502,20.999999999999908,9.000000000000119,20.999999999999908,100.0,0.9509,0.9476,0.9492,BEARISH,UP,10.000000000000009,False,False,0.9518,0.9479,True,True,London,London
2000-07-09,NY,0.9527,0.9525,0.9515,0.9524,0.9525,0.9515,5.00000000000056,-10.000000000000009,10.000000000000009,50.00000000000555,0.9494,0.9556,0.9525,BULLISH,DOWN,-10.000000000000009,False,False,0.954,0.9481,False,False,Post-Asia,Asia
2000-07-10,NY,0.954,0.9529,0.9503,0.9527,0.9527,0.9513,6.000000000000449,-13.999999999999568,7.000000000000339,85.71428571428798,0.9555,0.9531,0.9528,BEARISH,DOWN,-14.999999999999458,False,False,0.9569,0.9525,False,True,London,Post-London
2000-07-11,NY,0.9506,0.9506,0.9431,0.9504,0.9505,0.9431,7.999999999999119,-73.99999999999962,11.000000000001007,72.72727272725805,0.953,0.9428,0.9506,BEARISH,DOWN,-74.99999999999952,False,False,0.953,0.948,False,True,Asia,London
2000-07-12,NY,0.9374,0.9358,0.9332,0.9356,0.9358,0.9361,12.0000000000009,3.00000000000078,12.0000000000009,100.0,0.9426,0.9375,0.9359,BEARISH,UP,2.00000000000089,False,False,0.9426,0.9348,False,True,London,Post-London
2000-07-13,NY,0.9358,0.9352,0.9318,0.9352,0.9352,0.9357,14.00000000000068,4.999999999999449,14.00000000000068,100.0,0.9374,0.9388,0.9351,BEARISH,UP,5.999999999999339,False,False,0.9377,0.9331,False,True,London,Post-London
2000-07-16,NY,0.9376,0.9375,0.9344,0.9374,0.9375,0.9351,5.00000000000056,-23.999999999999577,6.000000000000449,83.33333333333641,0.9384,0.9372,0.9374,BEARISH,DOWN,-22.999999999999687,False,False,0.9402,0.9365,False,True,London,London
2000-07-17,NY,0.9361,0.9359,0.9321,0.9359,0.9359,0.9321,13.999999999999568,-37.99999999999915,17.000000000000348,82.35294117646636,0.9371,0.9251,0.9361,BEARISH,DOWN,-40.000000000000036,False,False,0.9371,0.9346,False,True,London,Post-London
2000-07-18,NY,0.925,0.9212,0.921,0.9212,0.9212,0.9242,7.000000000000339,30.00000000000003,10.000000000000009,70.00000000000333,0.9242,0.9247,0.921,BEARISH,UP,31.999999999999808,False,False,0.9263,0.9205,False,False,London,London
2000-07-19,NY,0.9262,0.9227,0.9223,0.9224,0.9224,0.925,7.000000000000339,26.00000000000047,10.000000000000009,70.00000000000333,0.9248,0.9334,0.9223,BEARISH,UP,27.000000000000355,False,False,0.926,0.9204,True,False,Asia,Post-London
2000-07-20,NY,0.9369,0.9359,0.9324,0.9357,0.9359,0.933,15.000000000000568,-28.999999999999027,15.000000000000568,100.0,0.9333,0.9365,0.9359,BULLISH,DOWN,-28.999999999999027,False,False,0.9365,0.9319,True,False,London,Post-Asia
2000-07-23,NY,0.9343,0.9335,0.9326,0.9335,0.9335,0.9334,4.999999999999449,-0.99999999999989,10.000000000000009,49.99999999999445,0.9364,0.9339,0.9334,BEARISH,DOWN,0.0,False,False,0.9378,0.9329,False,True,Asia,Post-London
2000-07-24,NY,0.9423,0.9412,0.94,0.9411,0.9412,0.9417,7.999999999999119,4.999999999999449,7.999999999999119,100.0,0.9338,0.9389,0.9412,BULLISH,UP,4.999999999999449,False,False,0.9433,0.9325,False,False,Post-London,Asia
2000-07-25,NY,0.9435,0.9397,0.9392,0.9397,0.9397,0.9426,5.999999999999339,29.00000000000013,8.00000000000023,74.9999999999896,0.9388,0.9431,0.9396,BULLISH,UP,30.00000000000003,False,False,0.945,0.9388,False,False,London,Asia
2000-07-26,NY,0.9399,0.939,0.9369,0.9389,0.939,0.9394,10.000000000000009,4.00000000000067,10.9999999999999,90.90909090909184,0.9433,0.9322,0.9389,BEARISH,UP,5.0000000000005596,False,False,0.9444,0.9389,False,True,Post-Asia,Post-London
2000-07-27,NY,0.9281,0.9281,0.9229,0.9279,0.9281,0.9275,8.00000000000023,-6.000000000000449,10.000000000000009,80.00000000000223,0.9321,0.9239,0.928,BEARISH,DOWN,-5.0000000000005596,False,False,0.9338,0.9261,False,True,London,Post-London
2000-07-30,NY,0.9275,0.9257,0.9239,0.9255,0.9256,0.9272,6.999999999999229,16.00000000000046,7.000000000000339,99.99999999998414,0.9239,0.9271,0.9257,BULLISH,UP,15.000000000000568,False,False,0.9262,0.9224,True,False,Post-London,Post-Asia
2000-07-31,NY,0.9293,0.9267,0.9255,0.9266,0.9266,0.9259,7.000000000000339,-7.000000000000339,53.9999999999996,12.962962962963688,0.9269,0.9148,0.9267,BEARISH,DOWN,-8.00000000000023,False,False,0.9285,0.9244,True,False,Asia,London
2000-08-01,NY,0.9155,0.9145,0.9117,0.9144,0.9145,0.914,7.000000000000339,-4.999999999999449,10.000000000000009,70.00000000000333,0.9147,0.9138,0.9144,BEARISH,DOWN,-3.9999999999995595,False,False,0.9192,0.9142,False,True,London,Post-London
2000-08-02,NY,0.9057,0.9047,0.8997,0.9044,0.9047,0.9053,16.99999999999924,6.000000000000449,16.99999999999924,100.0,0.9137,0.9064,0.9046,BEARISH,UP,7.000000000000339,False,True,0.9174,0.9011,False,True,London,Post-London
2000-08-03,NY,0.9103,0.9037,0.9015,0.9037,0.9037,0.9086,14.999999999999458,49.00000000000016,14.999999999999458,100.0,0.9066,0.908,0.9039,BEARISH,UP,46.99999999999926,False,False,0.9066,0.903,True,True,Asia,London
2000-08-06,NY,0.91,0.9085,0.9065,0.9084,0.9084,0.9086,5.999999999999339,1.99999999999978,9.000000000000119,66.66666666665844,0.9075,0.9073,0.9086,BULLISH,DOWN,0.0,False,False,0.9101,0.9055,False,False,Post-London,London
2000-08-07,NY,0.905,0.9049,0.8995,0.9048,0.9048,0.9,10.9999999999999,-48.00000000000026,15.000000000000568,73.33333333332988,0.9074,0.9024,0.9048,BEARISH,DOWN,-48.00000000000026,False,False,0.9088,0.9038,False,True,Asia,London
2000-08-08,NY,0.9006,0.8976,0.8971,0.8976,0.8976,0.8976,10.000000000000009,0.0,15.000000000000568,66.6666666666642,0.9023,0.9009,0.8976,BEARISH,DOWN,0.0,False,True,0.9024,0.8965,False,False,Asia,London
2000-08-09,NY,0.9098,0.904,0.9032,0.9039,0.904,0.9089,7.000000000000339,49.00000000000016,7.000000000000339,100.0,0.9009,0.9086,0.9039,BULLISH,UP,50.00000000000004,False,False,0.9054,0.9009,True,False,London,Asia
2000-08-10,NY,0.914,0.9136,0.9046,0.9135,0.9136,0.9049,10.000000000000009,-86.9999999999993,15.000000000000568,66.6666666666642,0.9085,0.9033,0.9135,BULLISH,DOWN,-85.9999999999994,True,False,0.9145,0.9077,False,True,Post-London,Asia
2000-08-13,NY,0.9049,0.9018,0.9008,0.9017,0.9018,0.9042,7.000000000000339,23.999999999999577,11.000000000001007,63.63636363636088,0.9037,0.9063,0.9016,BEARISH,UP,26.00000000000047,False,False,0.9051,0.9011,False,True,Post-London,London
2000-08-14,NY,0.9135,0.9116,0.9109,0.9115,0.9116,0.9135,5.00000000000056,19.000000000000128,10.9999999999999,45.45454545455096,0.9062,0.9138,0.9115,BULLISH,UP,20.000000000000018,False,False,0.9137,0.9062,False,False,Post-London,Asia
2000-08-15,NY,0.9122,0.9079,0.9074,0.9078,0.9079,0.9117,4.00000000000067,37.99999999999915,10.000000000000009,40.000000000006665,0.9136,0.9164,0.908,BEARISH,UP,36.999999999999254,True,False,0.9177,0.9066,False,False,London,Post-London
2000-08-16,NY,0.9163,0.9127,0.9125,0.9125,0.9125,0.9149,5.999999999999339,24.00000000000069,10.000000000000009,59.999999999993335,0.9165,0.9164,0.9124,BEARISH,UP,25.000000000000576,False,False,0.9165,0.9119,False,False,London,Post-London
2000-08-17,NY,0.9131,0.9131,0.9072,0.913,0.9131,0.9091,10.000000000000009,-40.00000000000004,10.000000000000009,100.0,0.9165,0.9067,0.9129,BEARISH,DOWN,-38.000000000000256,False,False,0.9184,0.9124,False,True,London,Post-London
2000-08-20,NY,0.9049,0.9028,0.9022,0.9028,0.9028,0.904,4.999999999999449,11.999999999999789,9.000000000000119,55.55555555554869,0.9077,0.9018,0.9029,BEARISH,UP,10.999999999999899,False,False,0.9079,0.9018,False,False,Post-Asia,Post-London
2000-08-21,NY,0.8991,0.8972,0.8954,0.897,0.897,0.8984,7.000000000000339,13.999999999999568,8.00000000000023,87.50000000000173,0.9017,0.8966,0.8971,BEARISH,UP,12.999999999999678,False,False,0.9035,0.897,False,True,London,Post-London
2000-08-22,NY,0.8962,0.892,0.8916,0.892,0.892,0.894,8.00000000000023,20.000000000000018,16.99999999999924,47.058823529415214,0.8966,0.9019,0.8922,BEARISH,UP,18.000000000000238,False,True,0.8973,0.8912,False,False,Asia,London
2000-08-23,NY,0.9055,0.9013,0.9001,0.9013,0.9013,0.9027,10.000000000000009,13.999999999999568,10.000000000000009,100.0,0.902,0.9023,0.9014,BEARISH,UP,12.999999999999678,False,False,0.9032,0.8996,True,False,Post-Asia,London
2000-08-24,NY,0.9075,0.9027,0.9019,0.9026,0.9027,0.905,9.000000000000119,23.0000000000008,9.000000000000119,100.0,0.9024,0.9024,0.9028,BULLISH,UP,21.999999999999797,False,False,0.9047,0.8979,True,False,Post-London,Post-Asia
2000-08-27,NY,0.9017,0.901,0.8988,0.901,0.901,0.8993,6.999999999999229,-17.000000000000348,6.999999999999229,100.0,0.9037,0.9003,0.9009,BEARISH,DOWN,-16.00000000000046,False,False,0.9045,0.9003,False,True,Asia,Post-London
2000-08-28,NY,0.898,0.8969,0.8951,0.8964,0.8969,0.8965,7.000000000000339,-4.00000000000067,15.000000000000568,46.66666666666716,0.9003,0.8924,0.897,BEARISH,DOWN,-5.0000000000005596,False,True,0.9023,0.8967,False,True,London,Post-London
2000-08-29,NY,0.894,0.893,0.8907,0.8927,0.893,0.8936,10.9999999999999,5.999999999999339,15.000000000000568,73.33333333332988,0.8923,0.8943,0.8931,BULLISH,UP,4.999999999999449,False,False,0.8951,0.8872,False,False,Post-London,Post-London
2000-08-30,NY,0.8961,0.8961,0.8871,0.8958,0.8961,0.8892,15.000000000000568,-69.00000000000017,17.000000000000348,88.23529411764859,0.8942,0.8882,0.8961,BULLISH,DOWN,-69.00000000000017,False,False,0.8975,0.8924,False,True,Post-London,London
2000-08-31,NY,0.9017,0.8906,0.8895,0.8905,0.8905,0.9,14.00000000000068,95.00000000000064,14.00000000000068,100.0,0.8883,0.8994,0.8904,BULLISH,UP,96.00000000000053,False,False,0.8918,0.8877,True,False,London,Post-Asia
2000-09-03,NY,0.901,0.9004,0.8987,0.9003,0.9003,0.9,4.999999999999449,-2.9999999999996696,6.000000000000449,83.33333333331791,0.8999,0.8996,0.9004,BULLISH,DOWN,-3.9999999999995595,False,False,0.904,0.8998,False,True,London,Asia
2000-09-04,NY,0.89,0.8887,0.8851,0.8885,0.8887,0.89,20.999999999999908,12.999999999999678,20.999999999999908,100.0,0.8984,0.8897,0.8886,BEARISH,UP,14.000000000000679,False,False,0.8994,0.8862,False,True,Asia,Post-London
2000-09-05,NY,0.8832,0.8814,0.8756,0.8813,0.8814,0.878,10.9999999999999,-33.99999999999959,17.000000000000348,64.70588235293926,0.8896,0.8705,0.8815,BEARISH,DOWN,-34.999999999999474,False,True,0.8896,0.8811,False,True,Asia,Post-London
2000-09-06,NY,0.8748,0.8676,0.867,0.8675,0.8676,0.8711,16.00000000000046,34.999999999999474,27.000000000000355,59.259259259260176,0.8704,0.8715,0.8676,BEARISH,UP,34.999999999999474,True,True,0.8728,0.8639,True,False,Asia,London
2000-09-07,NY,0.8741,0.8732,0.8649,0.8728,0.8731,0.8663,14.00000000000068,-68.00000000000028,15.000000000000568,93.33333333333432,0.8716,0.8686,0.8733,BULLISH,DOWN,-70.00000000000006,True,False,0.8747,0.8693,False,True,London,Post-Asia
2000-09-10,NY,0.8629,0.8594,0.8587,0.8591,0.8591,0.8627,10.000000000000009,36.00000000000048,23.0000000000008,43.47826086956375,0.8648,0.8576,0.8592,BEARISH,UP,35.00000000000058,True,True,0.8726,0.8571,False,False,Post-Asia,Post-London
2000-09-11,NY,0.8691,0.8616,0.8605,0.8615,0.8616,0.8606,19.000000000000128,-10.000000000000009,21.9999999999998,86.36363636363774,0.8574,0.8644,0.8618,BULLISH,DOWN,-11.999999999999789,False,True,0.8635,0.856,True,False,London,London
2000-09-12,NY,0.8673,0.8654,0.8617,0.8651,0.8652,0.8649,14.999999999999458,-2.9999999999996696,20.000000000000018,74.99999999999723,0.8645,0.8594,0.8653,BULLISH,DOWN,-3.9999999999995595,False,True,0.8706,0.8611,False,False,London,London
2000-09-13,NY,0.8718,0.869,0.8599,0.8685,0.8686,0.8616,27.000000000000355,-70.00000000000006,30.999999999999915,87.09677419354978,0.8593,0.8646,0.8685,BULLISH,DOWN,-69.00000000000017,False,True,0.8722,0.8565,False,False,London,Post-Asia
2000-09-14,NY,0.8653,0.8627,0.8602,0.8626,0.8627,0.863,22.999999999999687,2.9999999999996696,22.999999999999687,100.0,0.8647,0.8535,0.8626,BEARISH,UP,3.9999999999995595,False,True,0.8705,0.8616,False,True,London,Post-London
2000-09-17,NY,0.8567,0.8531,0.8526,0.8529,0.853,0.8546,8.00000000000023,16.00000000000046,15.000000000000568,53.333333333332845,0.8537,0.854,0.8529,BEARISH,UP,17.000000000000348,True,True,0.8574,0.8513,False,False,London,Asia
2000-09-18,NY,0.8567,0.855,0.8528,0.8547,0.8549,0.8539,8.00000000000023,-10.000000000000009,18.000000000000238,44.44444444444513,0.8539,0.8511,0.855,BULLISH,DOWN,-10.999999999999899,True,True,0.8562,0.8492,True,False,Post-London,Post-Asia
2000-09-19,NY,0.8517,0.8473,0.8465,0.8472,0.8472,0.8478,9.000000000000119,6.000000000000449,16.99999999999924,52.9411764705913,0.8512,0.8494,0.8473,BEARISH,UP,4.999999999999449,True,True,0.852,0.8445,False,False,Asia,London
2000-09-20,NY,0.8547,0.8515,0.8512,0.8514,0.8515,0.8531,8.00000000000023,15.999999999999348,13.000000000000789,61.538461538459565,0.8493,0.8604,0.8515,BULLISH,UP,15.999999999999348,False,True,0.8552,0.8462,False,False,London,Asia
2000-09-21,NY,0.895,0.884,0.8817,0.8838,0.884,0.8818,22.00000000000091,-21.9999999999998,22.00000000000091,100.0,0.8605,0.8774,0.8699,BULLISH,UP,119.00000000000021,True,False,0.8709,0.8581,True,False,Post-London,London
2000-09-24,NY,0.8779,0.8777,0.8729,0.8772,0.8773,0.8735,11.999999999999789,-37.99999999999915,13.999999999999568,85.71428571428685,0.8809,0.8754,0.8774,BEARISH,DOWN,-38.999999999999034,True,True,0.883,0.8768,False,True,London,Post-London
2000-09-25,NY,0.8836,0.875,0.8749,0.875,0.875,0.8802,12.0000000000009,51.99999999999982,12.999999999999678,92.3076923077015,0.8755,0.8829,0.8748,BEARISH,UP,53.9999999999996,False,True,0.88,0.8731,True,False,London,London
2000-09-26,NY,0.8873,0.8865,0.881,0.8864,0.8865,0.8816,8.00000000000023,-48.99999999999905,11.999999999999789,66.66666666666976,0.883,0.8836,0.8864,BULLISH,DOWN,-47.999999999999154,False,True,0.8886,0.8814,False,True,Post-London,Asia
2000-09-27,NY,0.8866,0.8841,0.8822,0.8831,0.8841,0.8831,30.00000000000003,-10.000000000000009,30.00000000000003,100.0,0.8837,0.879,0.8842,BULLISH,DOWN,-10.999999999999899,False,False,0.8863,0.8812,True,False,Post-London,London
2000-09-28,NY,0.8836,0.8766,0.8756,0.8764,0.8764,0.8829,10.9999999999999,65.00000000000061,15.000000000000568,73.33333333332988,0.8789,0.8835,0.8762,BEARISH,UP,67.0000000000004,False,False,0.8823,0.8752,True,False,Asia,Post-London
2000-10-01,NY,0.8825,0.8825,0.8789,0.8824,0.8825,0.8817,13.999999999999568,-7.999999999999119,13.999999999999568,100.0,0.8841,0.8774,0.883,BEARISH,DOWN,-12.999999999999678,False,False,0.8861,0.8818,False,True,London,London
2000-10-02,NY,0.8774,0.8769,0.8749,0.8769,0.8769,0.8764,8.00000000000023,-5.00000000000056,12.999999999999678,61.53846153846483,0.8775,0.8761,0.877,BEARISH,DOWN,-6.000000000000449,False,False,0.879,0.8757,False,True,Asia,London
2000-10-03,NY,0.876,0.8745,0.8722,0.8744,0.8745,0.8729,5.999999999999339,-16.00000000000046,9.000000000000119,66.66666666665844,0.876,0.875,0.8747,BEARISH,DOWN,-18.000000000000238,False,False,0.878,0.8742,False,True,Asia,Post-London
2000-10-04,NY,0.879,0.8765,0.8693,0.8762,0.8762,0.8697,13.999999999999568,-64.9999999999995,15.999999999999348,87.50000000000087,0.8751,0.8693,0.8763,BULLISH,DOWN,-65.99999999999939,False,False,0.8778,0.8725,True,True,Post-London,Post-London
2000-10-05,NY,0.8715,0.8713,0.8674,0.8709,0.8713,0.8699,15.000000000000568,-13.999999999999568,15.000000000000568,100.0,0.8694,0.8675,0.8714,BULLISH,DOWN,-14.999999999999458,True,False,0.8743,0.8672,False,False,Post-London,Asia
2000-10-08,NY,0.8698,0.8698,0.8686,0.8698,0.8698,0.869,3.00000000000078,-8.00000000000023,7.000000000000339,42.85714285715192,0.8689,0.8693,0.8697,BULLISH,DOWN,-7.000000000000339,False,False,0.871,0.8686,False,False,London,London
2000-10-09,NY,0.8727,0.8725,0.8678,0.8724,0.8724,0.8685,6.999999999999229,-38.99999999999904,8.00000000000023,87.49999999998785,0.8679,0.872,0.8724,BULLISH,DOWN,-38.999999999999034,False,False,0.8747,0.8665,False,False,Post-London,Asia
2000-10-10,NY,0.8741,0.8729,0.8706,0.8728,0.8729,0.874,7.999999999999119,10.9999999999999,10.000000000000009,79.99999999999112,0.8719,0.8685,0.8728,BULLISH,UP,11.999999999999789,False,False,0.8764,0.8717,False,True,London,Post-London
2000-10-11,NY,0.867,0.8656,0.8617,0.8656,0.8656,0.8623,21.9999999999998,-33.00000000000081,21.9999999999998,100.0,0.8685,0.8632,0.8655,BEARISH,DOWN,-32.00000000000092,False,False,0.8685,0.864,False,True,Post-Asia,Post-London
2000-10-12,NY,0.8654,0.8638,0.8593,0.8638,0.8638,0.8595,8.00000000000023,-42.9999999999997,14.999999999999458,53.33333333333678,0.8632,0.8539,0.8637,BULLISH,DOWN,-41.999999999999815,True,False,0.866,0.8597,False,True,Post-London,Asia
2000-10-15,NY,0.8541,0.852,0.8462,0.852,0.852,0.8489,44.0000000000007,-30.999999999999915,44.0000000000007,100.0,0.8545,0.8498,0.8519,BEARISH,DOWN,-30.00000000000003,False,False,0.8561,0.8508,False,True,Asia,Post-London
2000-10-16,NY,0.8528,0.8496,0.848,0.8495,0.8496,0.85,25.000000000000576,3.99999999999956,25.000000000000576,100.0,0.8497,0.8546,0.8495,BEARISH,UP,4.999999999999449,False,False,0.8513,0.848,True,False,London,London
2000-10-17,NY,0.8579,0.8529,0.8456,0.8529,0.8529,0.8483,17.000000000000348,-45.999999999999375,33.99999999999959,50.000000000001634,0.8545,0.8385,0.8528,BEARISH,DOWN,-44.99999999999949,False,False,0.8575,0.8526,True,True,London,Post-London
2000-10-18,NY,0.8432,0.8414,0.8388,0.841,0.841,0.8393,13.000000000000789,-16.99999999999924,13.000000000000789,100.0,0.839,0.8435,0.8413,BULLISH,DOWN,-20.000000000000018,True,False,0.8446,0.839,False,True,Post-London,Asia
2000-10-19,NY,0.846,0.846,0.8351,0.8457,0.846,0.838,12.999999999999678,-80.00000000000007,24.00000000000069,54.16666666666378,0.8436,0.842,0.8461,BULLISH,DOWN,-80.99999999999996,True,False,0.8487,0.8436,False,True,Asia,Asia
2000-10-22,NY,0.8399,0.8384,0.836,0.8384,0.8384,0.8362,9.000000000000119,-21.9999999999998,10.000000000000009,90.00000000000111,0.8406,0.8363,0.8381,BEARISH,DOWN,-18.99999999999902,False,False,0.8426,0.8375,False,True,London,Post-London
2000-10-23,NY,0.8395,0.8365,0.8357,0.8364,0.8364,0.8375,10.000000000000009,10.9999999999999,10.000000000000009,100.0,0.8362,0.8361,0.8365,BULLISH,UP,10.000000000000009,True,False,0.84,0.8345,False,False,Post-London,Asia
2000-10-24,NY,0.8319,0.8311,0.828,0.831,0.8311,0.8288,8.00000000000023,-22.999999999999687,9.000000000000119,88.88888888889026,0.8362,0.8271,0.8314,BEARISH,DOWN,-26.00000000000047,False,False,0.8389,0.8293,False,True,London,Post-London
